ID,Account,Product,Period,Price
1767,Alessata,Bowling Ball,2/5/2014,8.2
1768,Eapperpl,Saxophone Reed,3/28/2014,4.92
1769,Greentgro,Almond Milk,1/23/2014,3.6
1770,Lithornet,Saxophone Reed,4/27/2014,5.02
1771,salesforce.com,Flower Bouquet,4/1/2014,10.51
1772,SnoWord,Pacifier,3/2/2014,12.99
1773,Eapperpl,Devil Donut,4/28/2014,4.14
1774,Masonomou,Snow Plow,3/14/2014,9.16
1775,Rushtumm,Bowling Ball,1/23/2014,3.91
1776,Goldenbrae,Squishee,3/11/2014,12.57
1777,Pistarynx,Almond Milk,2/16/2014,12.6
1778,Bingovence,Hot Dog,2/27/2014,12.43
1779,Latinament,Saxophone Reed,4/27/2014,3.48
1780,DeckTruck,Devil Donut,4/15/2014,8.17
1781,Fernotele,Barley,2/25/2014,8.46
1782,Meadomark,Hot Dog,1/3/2014,4.8
1783,Nexawayim,Buzz Cola,1/26/2014,4.14
1784,Alessata,Barley,2/24/2014,8.73
1785,Estarch,Slingshot,2/27/2014,3.15
1786,Bradelextr,Saxophone Reed,1/5/2014,10.36
1787,Caperlexe,Snow Plow,2/19/2014,8.13
1788,Communique,Pacifier,1/11/2014,3.33
1789,IteTabloid,Snow Plow,3/13/2014,11.37
1790,ExpertWitch,Saxophone Reed,4/24/2014,11.17
1791,Richisulse,Almond Milk,2/19/2014,7.07
1792,InvaderRoll,Saxophone Reed,2/26/2014,6.61
1793,Ladynallik,Almond Milk,2/25/2014,8.89
1794,Firectored,Krusty-Os,3/10/2014,7.72
1795,NewscastKenka,Bowling Ball,2/21/2014,10.19
1796,GurlyJinPersonal,Saxophone Reed,1/7/2014,11.18
1797,BauerCheese,Flower Bouquet,4/18/2014,7.89
1798,PositiveSpider,Flower Bouquet,1/18/2014,5.88
1799,Anospeak,Slingshot,1/11/2014,12.27
1800,Rock4me,Krusty-Os,2/11/2014,12.93
1801,Bloodiell,Saxophone Reed,4/30/2014,10.08
1802,LatestPeach,Saxophone Reed,1/14/2014,9.13
1803,Crawlerra,Left-handed Scissors,1/29/2014,5.31
1804,Headlines,Krusty-Os,1/5/2014,11.74
1805,Chilledet,Bowling Ball,2/13/2014,7.93
1806,BuffyArsenal,Krusty-Os,2/2/2014,9.24
1807,Mettertbe,Bowling Ball,3/30/2014,4.41
1808,BiggExotic,Snow Plow,3/1/2014,10.23
1809,ListHaro,Barley,4/10/2014,5.41
1810,Goldenbrae,Bowling Ball,2/18/2014,9.93
1811,RonzUber,Flower Bouquet,1/5/2014,7.44
1812,Rocketonbi,Orange Punch,3/22/2014,11.24
1813,Grouptu,Squishee,2/4/2014,12.95
1814,AnnouncerNephew,Snow Plow,4/14/2014,5.02
1815,Hopercomni,Pacifier,1/23/2014,12.5
1816,Rainbower,Devil Donut,3/10/2014,9.44
1817,Apenguinda,Orange Punch,3/28/2014,6.42
1818,Precing,Slingshot,4/17/2014,9.25
1819,RonzUber,Buzz Cola,1/9/2014,9.89
1820,MurphyFan,Barley,4/22/2014,4.63
1821,Anospeak,Saxophone Reed,2/6/2014,9.13
1822,OneHelp,Saxophone Reed,3/16/2014,11.41
1823,Reportsur,Left-handed Scissors,1/24/2014,12.9
1824,Dailiesol,Buzz Cola,2/13/2014,3.72
1825,BrainyZollo,Slingshot,4/10/2014,11.19
1826,Downpomsto,Buzz Cola,1/28/2014,4.66
1827,Anhartzimm,Bowling Ball,2/27/2014,7.87
1828,LogFly,Left-handed Scissors,1/7/2014,9.61
1829,Nicenterge,Barley,2/26/2014,12.25
1830,Bloodiell,Orange Punch,1/17/2014,10.75
1831,AttractiveSizzlin,Saxophone Reed,1/7/2014,8.78
1832,CheeseSunset,Left-handed Scissors,2/21/2014,6.03
1833,Estarch,Orange Punch,4/3/2014,4.38
1834,Global Media,Left-handed Scissors,2/16/2014,5.78
1835,Enlisher,Orange Punch,1/6/2014,7.05
1836,Hartlinkel,Saxophone Reed,1/9/2014,7.28
1837,KentrosBrood,Krusty-Os,1/10/2014,4.24
1838,AnnouncerNephew,Squishee,1/5/2014,8.68
1839,FixEver,Flower Bouquet,3/31/2014,8.38
1840,Intellba,Krusty-Os,4/15/2014,10.11
1841,Reportsur,Bowling Ball,3/15/2014,10.83
1842,GuyPhia,Saxophone Reed,1/3/2014,9.36
1843,Recipecide,Snow Plow,3/10/2014,3.37
1844,Heaticel,Devil Donut,1/7/2014,10.05
1845,Shaticubed,Flower Bouquet,2/23/2014,8.58
1846,Facerust,Slingshot,2/23/2014,10.42
1847,Comiclengua,Flower Bouquet,3/25/2014,6.68
1848,Perustima,Slingshot,2/6/2014,12.36
1849,Sheerlism,Snow Plow,4/17/2014,6.51
1850,Genusting,Flower Bouquet,4/17/2014,4.3
1851,FunkyFreexRing,Squishee,3/31/2014,11.68
1852,Hippopton,Devil Donut,2/27/2014,10.34
1853,Genusting,Devil Donut,1/28/2014,12.41
1854,ActuallyGravity,Buzz Cola,1/19/2014,12.21
1855,Nioneenf,Buzz Cola,1/5/2014,11.65
1856,Mediantam,Flower Bouquet,3/20/2014,10.02
1857,Emachere,Orange Punch,2/17/2014,7.99
1858,AboveRosa,Buzz Cola,3/22/2014,10.94
1859,Holyncepha,Pacifier,1/13/2014,10.18
1860,NearlyAce,Krusty-Os,3/11/2014,3.04
1861,Clericmat,Krusty-Os,1/29/2014,9.64
1862,Lukeythmed,Left-handed Scissors,1/11/2014,6.49
1863,Gladples,Pacifier,3/24/2014,10.1
1864,ShowHead,Snow Plow,2/23/2014,9.91
1865,Funnynanome,Squishee,3/24/2014,3.25
1866,HulkBlonde,Saxophone Reed,1/30/2014,8.16
1867,Grouptu,Saxophone Reed,4/2/2014,5.43
1868,Holyncepha,Flower Bouquet,2/19/2014,3.88
1869,DudeCakeGrabs,Snow Plow,1/1/2014,11.29
1870,Diaryptor,Snow Plow,4/17/2014,11.74
1871,Pathours,Squishee,2/1/2014,6.38
1872,Crandivx,Buzz Cola,1/22/2014,11.79
1873,Connenetti,Left-handed Scissors,2/5/2014,3.04
1874,Dolockar,Slingshot,2/28/2014,9.06
1875,Indileon,Bowling Ball,4/4/2014,4.61
1876,CrazyNumBrace,Flower Bouquet,4/26/2014,6.53
1877,FreexCasual,Left-handed Scissors,2/18/2014,6.91
1878,Octalogi,Barley,2/24/2014,10.89
1879,BeHeadline,Snow Plow,2/25/2014,11.21
1880,ChiNotice,Hot Dog,3/25/2014,3.96
1881,Ripplayer,Krusty-Os,2/15/2014,5.41
1882,KentrosBrood,Flower Bouquet,1/30/2014,8.3
1883,Kittindol,Left-handed Scissors,1/13/2014,5.36
1884,ChiAra,Bowling Ball,1/8/2014,3.61
1885,Bridgec,Slingshot,3/6/2014,5.19
1886,Deepnesca,Devil Donut,1/8/2014,9.44
1887,Remedios,Bowling Ball,1/12/2014,3.46
1888,Feathmind,Hot Dog,3/31/2014,4.47
1889,AttractiveSizzlin,Squishee,2/12/2014,8.36
1890,Gerrics,Saxophone Reed,3/20/2014,11.05
1891,BlueDev,Slingshot,1/15/2014,11.16
1892,Lineadyne,Left-handed Scissors,3/23/2014,8.76
1893,PartyGotInspiring,Left-handed Scissors,1/9/2014,8.68
1894,Bleck,Bowling Ball,1/3/2014,5.85
1895,Funkimagia,Krusty-Os,3/25/2014,3.46
1896,Animorror,Slingshot,2/4/2014,10.61
1897,Emidsient,Bowling Ball,1/22/2014,12.57
1898,PodFang,Orange Punch,4/13/2014,8.16
1899,PopularTwinkle,Left-handed Scissors,1/21/2014,11.42
1900,Hytermat,Left-handed Scissors,4/20/2014,3.61
1901,Bloodiell,Buzz Cola,1/9/2014,3.59
1902,Formerva,Saxophone Reed,4/7/2014,7.39
1903,Hansgen,Krusty-Os,4/7/2014,11.66
1904,Caperlexe,Left-handed Scissors,4/22/2014,5.84
1905,Poppugg,Pacifier,3/13/2014,10.79
1906,Sheerlism,Left-handed Scissors,4/28/2014,3.73
1907,Networker,Pacifier,1/26/2014,9.43
1908,Bullowerre,Left-handed Scissors,1/18/2014,6.92
1909,Downpomsto,Krusty-Os,1/30/2014,5.78
1910,MyheroCurious,Krusty-Os,4/17/2014,7.74
1911,ActuallyGravity,Barley,3/20/2014,9.6
1912,Nationtr,Krusty-Os,4/1/2014,4.95
1913,Countryboat,Hot Dog,3/31/2014,5.69
1914,PositiveSpider,Barley,2/17/2014,4.52
1915,Lodingee,Almond Milk,1/21/2014,3.22
1916,Bevectican,Hot Dog,4/4/2014,7.73
1917,Choicance,Saxophone Reed,1/25/2014,3.79
1918,Eurinewh,Pacifier,1/28/2014,9.46
1919,Feathmind,Buzz Cola,3/15/2014,3.13
1920,Hjaltinre,Almond Milk,4/16/2014,7.27
1921,Clownerli,Squishee,4/13/2014,3.14
1922,Boostleysse,Almond Milk,3/8/2014,5.63
1923,NearlyAce,Orange Punch,2/19/2014,12.36
1924,Helmedare,Buzz Cola,2/16/2014,9.7
1925,CleverSimple,Hot Dog,1/12/2014,11.62
1926,Fallsbergen,Almond Milk,4/23/2014,6.72
1927,Divisional,Flower Bouquet,4/17/2014,6.04
1928,Seepanethor,Hot Dog,4/2/2014,9.6
1929,Firstrous,Flower Bouquet,2/19/2014,11.09
1930,Audivinq,Snow Plow,4/14/2014,7.72
1931,Pyranka,Bowling Ball,1/6/2014,7.05
1932,CrazyNumBrace,Pacifier,2/19/2014,6.73
1933,Posamne,Slingshot,2/8/2014,5.23
1934,LogFly,Pacifier,3/31/2014,4.42
1935,ChiNotice,Left-handed Scissors,1/4/2014,6.33
1936,ListHaro,Left-handed Scissors,4/4/2014,5.6
1937,IteTabloid,Left-handed Scissors,4/12/2014,3.78
1938,Guantownta,Squishee,3/20/2014,8.62
1939,Guantorona,Saxophone Reed,3/5/2014,3.17
1940,Firectored,Hot Dog,3/6/2014,12.66
1941,CaptainBill,Hot Dog,3/6/2014,11.28
1942,Lyndatage,Hot Dog,4/18/2014,7.38
1943,Cellisti,Slingshot,3/11/2014,12.01
1944,Hippopton,Hot Dog,3/12/2014,7.5
1945,Chiaritail,Saxophone Reed,1/29/2014,7.69
1946,Rushtumm,Bowling Ball,2/8/2014,4.56
1947,PrimeEye,Saxophone Reed,3/31/2014,10.95
1948,LilCrown2free,Bowling Ball,3/23/2014,10.69
1949,RatWitchHott,Pacifier,3/28/2014,6.99
1950,Besteres,Barley,1/16/2014,11.01
1951,Inventilit,Flower Bouquet,4/27/2014,10.8
1952,Precappl,Left-handed Scissors,4/14/2014,11.55
1953,NearlyAce,Saxophone Reed,2/3/2014,10.96
1954,ForlifeLittle,Krusty-Os,2/21/2014,4.32
1955,Lutechax,Pacifier,4/12/2014,4.94
1956,AnnouncerNephew,Barley,3/17/2014,10.45
1957,Authorksto,Snow Plow,1/4/2014,4.86
1958,Cardroug,Flower Bouquet,2/28/2014,10.93
1959,Prelaym,Bowling Ball,1/4/2014,11.18
1960,ActuallyGravity,Barley,3/18/2014,12.15
1961,CaptainBill,Buzz Cola,1/5/2014,9.75
1962,GossipNight,Almond Milk,4/23/2014,9.69
1963,Lentelty,Buzz Cola,2/27/2014,4.43
1964,Lineadyne,Slingshot,4/11/2014,7.54
1965,AnnouncerNephew,Squishee,2/28/2014,6.51
1966,Lukeythmed,Hot Dog,1/12/2014,10.97
1967,BoaFairy,Orange Punch,4/8/2014,8.21
1968,Nediumpm,Bowling Ball,2/28/2014,11.07
1969,Crawlergy,Hot Dog,3/12/2014,9.59
1970,Pathours,Hot Dog,2/19/2014,11.33
1971,Maxieldse,Slingshot,2/25/2014,10.4
1972,PrimeEye,Left-handed Scissors,1/14/2014,11.65
1973,AttractiveSizzlin,Flower Bouquet,4/20/2014,10.54
1974,FoxLipsx,Krusty-Os,3/24/2014,10.4
1975,Dualcrewa,Flower Bouquet,4/24/2014,12.34
1976,Doblanepm,Squishee,1/20/2014,9.68
1977,AshKlugFluent,Krusty-Os,4/22/2014,9.6
1978,Colictor,Bowling Ball,1/25/2014,11.95
1979,ArsenalTalk,Left-handed Scissors,1/26/2014,6.92
1980,Buddyella,Flower Bouquet,3/26/2014,11.93
1981,Greentgro,Buzz Cola,1/28/2014,5.74
1982,Lodingee,Squishee,1/10/2014,8.74
1983,MatterSimply,Hot Dog,4/20/2014,6.13
1984,HeraldEye,Barley,4/15/2014,5.26
1985,Diaryptor,Devil Donut,3/3/2014,8.79
1986,CaptainBill,Buzz Cola,4/2/2014,7.27
1987,NearlyAce,Orange Punch,1/12/2014,3.19
1988,Blikitbec,Orange Punch,2/4/2014,8.25
1989,Chilledet,Orange Punch,2/5/2014,11.67
1990,BiggExotic,Snow Plow,3/2/2014,3.15
1991,Bedsoft,Devil Donut,4/18/2014,4.18
1992,CuriousStorm,Barley,2/19/2014,11.36
1993,Ificoact,Squishee,4/27/2014,12.15
1994,Holyncepha,Hot Dog,4/3/2014,5.37
1995,FunkyFreexRing,Buzz Cola,1/17/2014,4.93
1996,Palecto,Squishee,1/19/2014,9.06
1997,NotBase,Bowling Ball,4/29/2014,9.35
1998,NozyGiga,Snow Plow,4/8/2014,7.69
1999,Firectored,Snow Plow,1/8/2014,11.96
2000,BradleyNarrative,Krusty-Os,1/27/2014,3.72
2001,Portmare,Saxophone Reed,4/23/2014,11.55
2002,Nordimi,Buzz Cola,4/22/2014,9.8
2003,Chestium,Barley,3/31/2014,12.08
2004,Nepheworma,Krusty-Os,1/6/2014,5.7
2005,LaxrWord,Slingshot,2/25/2014,12.1
2006,BristleSell,Snow Plow,3/16/2014,5.72
2007,HulkBlonde,Slingshot,3/31/2014,8.98
2008,Emachere,Saxophone Reed,1/25/2014,4.61
2009,Poshytess,Pacifier,1/12/2014,7.24
2010,ArsenalTalk,Saxophone Reed,3/4/2014,7.37
2011,PartyBright,Hot Dog,3/18/2014,6.4
2012,Clownwean,Saxophone Reed,4/11/2014,10.37
2013,InloveDiary,Saxophone Reed,1/24/2014,7.19
2014,Lineadyne,Saxophone Reed,4/28/2014,8.39
2015,Precing,Saxophone Reed,2/11/2014,3.24
2016,Sheerlism,Flower Bouquet,4/28/2014,12.23
2017,Pathbaud,Devil Donut,4/14/2014,4.66
2018,GreyPlanet,Squishee,4/14/2014,10.68
2019,Guantorona,Devil Donut,2/22/2014,3.56
2020,Intellba,Krusty-Os,4/15/2014,11.54
2021,Chilledet,Flower Bouquet,2/8/2014,8.54
2022,MyheroCurious,Left-handed Scissors,3/15/2014,7.97
2023,ActuallyGravity,Barley,1/19/2014,7.5
2024,Pedabrsel,Pacifier,3/13/2014,7.6
2025,GuyFarerCake,Buzz Cola,2/24/2014,10.69
2026,Hansgen,Flower Bouquet,3/15/2014,6.56
2027,Cuficel,Orange Punch,2/16/2014,4.9
2028,InloveDiary,Buzz Cola,3/26/2014,4.54
2029,KaptainHerald,Barley,3/27/2014,3.98
2030,InvaderRoll,Left-handed Scissors,1/19/2014,6.19
2031,Capenikk,Snow Plow,2/11/2014,3.61
2032,Holyncepha,Slingshot,3/27/2014,8.09
2033,BearDigestAir,Barley,4/22/2014,11.79
2034,Alphenymp,Bowling Ball,2/4/2014,4.53
2035,Cochinger,Krusty-Os,3/28/2014,10.25
2036,NearlyAce,Devil Donut,4/6/2014,12.95
2037,DigestTight,Bowling Ball,2/21/2014,5.05
2038,Outsourif,Slingshot,2/19/2014,6.64
2039,Ripplayer,Squishee,4/29/2014,9.01
2040,NearlyAce,Snow Plow,2/1/2014,7.72
2041,Mithelle,Barley,4/14/2014,5.3
2042,Alcheri,Pacifier,3/17/2014,6.4
2043,Pinchrine,Flower Bouquet,3/26/2014,10.22
2044,Cuficel,Bowling Ball,1/15/2014,5.21
2045,BuffyArsenal,Bowling Ball,1/15/2014,7.41
2046,Rock4me,Snow Plow,4/27/2014,12.28
2047,Karield,Squishee,2/20/2014,3.18
2048,Pistarynx,Barley,4/19/2014,6.59
2049,Remedios,Squishee,2/7/2014,10.61
2050,Anhartzimm,Flower Bouquet,3/7/2014,3.17
2051,Audivinq,Snow Plow,4/23/2014,7.77
2052,PoetTear,Saxophone Reed,1/5/2014,6.13
2053,Lyfernella,Squishee,1/2/2014,12.1
2054,BleakKid,Barley,3/16/2014,6.27
2055,Boardam,Krusty-Os,3/3/2014,9.82
2056,Cardisted,Buzz Cola,1/9/2014,4.08
2057,Mettertbe,Barley,1/15/2014,7.24
2058,Equancoat,Saxophone Reed,2/27/2014,6.61
2059,Bingovence,Snow Plow,1/1/2014,9.34
2060,DeckTruck,Devil Donut,4/26/2014,5.67
2061,Saiyanetho,Squishee,2/14/2014,4.79
2062,Nozyforbox,Almond Milk,1/21/2014,4.73
2063,Estarch,Saxophone Reed,1/19/2014,11.03
2064,Feistybera,Hot Dog,2/26/2014,7.52
2065,Lacegere,Krusty-Os,3/30/2014,12.88
2066,HeheBraceFizz,Hot Dog,4/12/2014,8.17
2067,Candwire,Squishee,4/20/2014,11.08
2068,DoggIntincr,Buzz Cola,4/15/2014,11.58
2069,Capenikk,Barley,3/18/2014,10.91
2070,DudeCozy,Squishee,4/9/2014,3.37
2071,Gerystat,Devil Donut,1/10/2014,9.89
2072,NotePuff,Snow Plow,4/25/2014,10.33
2073,Cochinger,Krusty-Os,1/17/2014,3.63
2074,ForlifeDream,Squishee,4/26/2014,8.69
2075,Enerpeop,Devil Donut,3/26/2014,7.09
2076,Goldenbrae,Left-handed Scissors,2/11/2014,3.86
2077,Puppygman,Bowling Ball,1/1/2014,4.5
2078,Hockeywork,Almond Milk,2/4/2014,6.18
2079,FootballNot,Saxophone Reed,1/30/2014,4.88
2080,Choicance,Flower Bouquet,2/13/2014,7.73
2081,GrabsWillows,Hot Dog,2/27/2014,4.88
2082,CleverSimple,Slingshot,1/29/2014,9.19
2083,BleakKid,Squishee,3/7/2014,5.25
2084,Actuallywo,Bowling Ball,2/4/2014,9.28
2085,Goldenbrae,Hot Dog,1/28/2014,12.81
2086,Japanos,Devil Donut,3/8/2014,9.5
2087,DudeCakeGrabs,Snow Plow,2/3/2014,3.58
2088,Firstrous,Pacifier,4/14/2014,7.19
2089,Capenikk,Flower Bouquet,1/3/2014,6.68
2090,Indileon,Left-handed Scissors,3/19/2014,5.45
2091,Lineadyne,Squishee,1/9/2014,12.34
2092,BulletinStar,Hot Dog,1/14/2014,12.12
2093,Chestium,Squishee,4/7/2014,10.8
2094,Namedianon,Buzz Cola,1/25/2014,4.26
2095,Pyranka,Snow Plow,1/2/2014,10.3
2096,MyheroCurious,Buzz Cola,3/24/2014,11.32
2097,CutieSpecials,Hot Dog,2/10/2014,9.93
2098,Bryankpi,Bowling Ball,1/17/2014,7.58
2099,GossipNight,Pacifier,4/29/2014,4.5
2100,Mediantam,Buzz Cola,2/2/2014,3.87
2101,Ripplayer,Krusty-Os,2/27/2014,11.33
2102,Isergoba,Almond Milk,3/4/2014,8.21
2103,Networker,Krusty-Os,4/18/2014,6.44
2104,IsYour,Krusty-Os,1/18/2014,5.05
2105,Cordlets,Flower Bouquet,2/22/2014,9.79
2106,Oneareratec,Squishee,2/22/2014,7.91
2107,HeavenNarrative,Squishee,3/27/2014,12.86
2108,Goldencero,Pacifier,4/10/2014,12.73
2109,Fangossen,Barley,1/28/2014,9.86
2110,BeHeadline,Squishee,2/20/2014,9.14
2111,Genusting,Left-handed Scissors,2/24/2014,9.71
2112,FantasticMessages,Squishee,2/20/2014,12.71
2113,Intellba,Devil Donut,1/24/2014,8.43
2114,CuriousStorm,Flower Bouquet,4/2/2014,8.09
2115,Octalogi,Squishee,2/7/2014,11.7
2116,LaxrWord,Slingshot,1/5/2014,10.53
2117,Hockeywork,Squishee,2/28/2014,9.5
2118,GoldCrayon,Hot Dog,2/21/2014,5.44
2119,MyheroCurious,Hot Dog,1/4/2014,8
2120,FighterDiary,Saxophone Reed,3/26/2014,8.6
2121,Perustima,Krusty-Os,1/14/2014,5.35
2122,NoticeSports,Hot Dog,4/6/2014,9.8
2123,Pinchrine,Flower Bouquet,2/2/2014,7.64
2124,GoldCrayon,Squishee,4/6/2014,4.68
2125,Screenary,Squishee,3/23/2014,10.14
2126,Nozyforbox,Devil Donut,2/8/2014,10.48
2127,Lukeythmed,Bowling Ball,2/2/2014,12.53
2128,Hectakent,Slingshot,3/18/2014,4.73
2129,Emachere,Orange Punch,4/27/2014,3.04
2130,Carestl,Almond Milk,3/7/2014,6.7
2131,Clownerli,Saxophone Reed,1/14/2014,12.72
2132,Lentelty,Slingshot,4/15/2014,6.49
2133,Advenopy,Flower Bouquet,2/26/2014,6.64
2134,Adminte,Slingshot,3/5/2014,11.42
2135,Gladples,Hot Dog,1/3/2014,9.44
2136,BauerPure,Buzz Cola,1/9/2014,4.68
2137,Bleck,Buzz Cola,2/22/2014,12.82
2138,ShowHead,Krusty-Os,2/1/2014,8.81
2139,Greentgro,Snow Plow,4/2/2014,8.88
2140,Boxwoodet,Left-handed Scissors,2/7/2014,11.75
2141,Reportsur,Squishee,3/24/2014,12.06
2142,Divisional,Bowling Ball,1/24/2014,3.76
2143,FantasyXoxox,Almond Milk,1/13/2014,8.87
2144,Clownerli,Bowling Ball,3/18/2014,9.61
2145,Acme,Hot Dog,4/24/2014,3.83
2146,PiercePeach,Snow Plow,4/28/2014,9.73
2147,CatHorray,Left-handed Scissors,3/30/2014,5.05
2148,SnoopyTimes,Left-handed Scissors,4/22/2014,3.16
2149,Daranter,Almond Milk,2/11/2014,11.09
2150,Lodingee,Hot Dog,2/11/2014,6.74
2151,Phiatechma,Left-handed Scissors,4/6/2014,3.51
2152,Careampa,Saxophone Reed,4/15/2014,3.5
2153,NekoAngelic,Pacifier,1/19/2014,11.77
2154,Crandivx,Bowling Ball,2/17/2014,7.5
2155,Interca,Krusty-Os,2/10/2014,3.82
2156,Karield,Left-handed Scissors,3/28/2014,7.09
2157,Citythr,Saxophone Reed,4/9/2014,7.44
2158,Mmershpo,Krusty-Os,4/18/2014,11.94
2159,Perfeho,Barley,1/4/2014,4.46
2160,Optionic,Pacifier,3/26/2014,6.71
2161,Adsmanda,Devil Donut,3/29/2014,10.68
2162,FreexCasual,Barley,3/26/2014,5.39
2163,Connenetti,Krusty-Os,4/21/2014,3.6
2164,Authorksto,Hot Dog,4/12/2014,11.37
2165,Crawlergy,Krusty-Os,1/14/2014,8.01
2166,BiggExotic,Hot Dog,4/25/2014,3.77
2167,FoxLipsx,Flower Bouquet,4/26/2014,9.86
2168,IanInspiring,Pacifier,3/8/2014,9.88
2169,Kampenta,Krusty-Os,1/21/2014,9.31
2170,Alcheri,Barley,1/4/2014,8.3
2171,Lentelty,Slingshot,1/19/2014,12.89
2172,FootballNot,Slingshot,3/1/2014,5.79
2173,Notusetti,Pacifier,2/28/2014,10.92
2174,Clownwean,Barley,1/28/2014,10.36
2175,IsYour,Hot Dog,1/7/2014,7.32
2176,Grinfous,Left-handed Scissors,2/22/2014,9.26
2177,Nexawayim,Orange Punch,1/27/2014,7.83
2178,Karield,Hot Dog,3/13/2014,6.2
2179,HeraldEye,Hot Dog,3/28/2014,11.26
2180,Interca,Pacifier,1/18/2014,6.44
2181,Staressa,Devil Donut,3/27/2014,11.12
2182,Remedios,Slingshot,2/10/2014,6.82
2183,BlondieYoga,Slingshot,1/6/2014,3.32
2184,JunkyZest,Saxophone Reed,1/28/2014,10.96
2185,Lineadyne,Pacifier,2/4/2014,9.26
2186,2cuterreenp,Snow Plow,1/22/2014,7.25
2187,JournalKnot,Saxophone Reed,2/1/2014,8.03
2188,Footballee,Saxophone Reed,1/5/2014,9.51
2189,DoubleTen,Saxophone Reed,3/4/2014,3.46
2190,Firectored,Almond Milk,4/18/2014,7.2
2191,Bingovence,Saxophone Reed,4/24/2014,9.2
2192,LuvBleak,Almond Milk,4/2/2014,12.84
2193,CutieSpecials,Squishee,2/2/2014,4.83
2194,Namedstore,Left-handed Scissors,4/10/2014,5.46
2195,DigestTight,Barley,1/7/2014,12.02
2196,BauerCheese,Flower Bouquet,1/29/2014,12.69
2197,Choicance,Pacifier,2/10/2014,9.15
2198,Docunche,Buzz Cola,4/23/2014,7.14
2199,Rushtumm,Pacifier,4/1/2014,10.16
2200,Poshytess,Orange Punch,2/1/2014,7.57
2201,GreyPlanet,Buzz Cola,1/8/2014,7.53
2202,CatMonkey,Snow Plow,2/9/2014,7.95
2203,DudeCozy,Left-handed Scissors,4/7/2014,10.6
2204,Guantownta,Buzz Cola,4/20/2014,4.64
2205,HelloGrand,Left-handed Scissors,3/30/2014,9.61
2206,RatWitchHott,Barley,3/29/2014,7.14
2207,Candwire,Snow Plow,4/10/2014,5.67
2208,Ollynden,Krusty-Os,3/22/2014,12.75
2209,Famoustebl,Barley,3/22/2014,3.5
2210,Poppugg,Barley,2/27/2014,9.54
2211,DudeCakeGrabs,Pacifier,4/13/2014,7.17
2212,PurpleShoes,Slingshot,4/17/2014,5.13
2213,Mesorock,Bowling Ball,1/20/2014,7.09
2214,Lukeythmed,Squishee,3/30/2014,7.84
2215,Footballee,Slingshot,1/10/2014,9.66
2216,IteTabloid,Flower Bouquet,1/29/2014,10.76
2217,Avanscran,Snow Plow,1/26/2014,12.41
2218,ArsenalKino,Snow Plow,2/21/2014,5.47
2219,SnoWord,Krusty-Os,2/14/2014,12.26
2220,NewscastKenka,Slingshot,3/1/2014,8.61
2221,Horrayerex,Almond Milk,3/1/2014,12.07
2222,BlogVod,Pacifier,2/15/2014,5.69
2223,GloryPsychBuddy,Flower Bouquet,4/18/2014,7.76
2224,RazuKenka,Squishee,1/14/2014,5.26
2225,Enerpeop,Barley,4/20/2014,11.42
2226,AboutWise,Devil Donut,4/10/2014,5.28
2227,Pinchoint,Pacifier,3/19/2014,12.94
2228,Grundyneti,Buzz Cola,3/16/2014,8.46
2229,GurlyJinPersonal,Krusty-Os,1/19/2014,8.09
2230,Daysseedia,Squishee,4/26/2014,11.09
2231,JunkyZest,Hot Dog,1/24/2014,9.73
2232,Divisional,Squishee,4/19/2014,8.7
2233,InvaderRoll,Devil Donut,4/17/2014,12.19
2234,Faxionan,Orange Punch,3/29/2014,12.6
2235,Eurinewh,Krusty-Os,4/2/2014,11.6
2236,Sigands,Squishee,3/18/2014,6.63
2237,CrazyNumBrace,Saxophone Reed,4/15/2014,9.36
2238,BabyPro,Pacifier,3/10/2014,9.93
2239,Intincrospr,Buzz Cola,3/29/2014,3.2
2240,Lodingee,Buzz Cola,4/2/2014,12.16
2241,Interca,Buzz Cola,2/4/2014,10.24
2242,Mediaux,Saxophone Reed,3/10/2014,4.25
2243,MatrixAmerica,Krusty-Os,2/24/2014,7.8
2244,Kalamicvi,Krusty-Os,2/17/2014,9.11
2245,Muddlembler,Devil Donut,4/12/2014,8.81
2246,DudeCakeGrabs,Saxophone Reed,1/8/2014,4.59
2247,PlentyBago,Left-handed Scissors,1/23/2014,8.22
2248,HulkDiagonal,Devil Donut,1/25/2014,11.85
2249,Rock4me,Barley,4/27/2014,5.59
2250,Formerva,Left-handed Scissors,4/2/2014,6.1
2251,LatestPeach,Pacifier,1/2/2014,11.26
2252,CuriousStorm,Bowling Ball,1/23/2014,3.86
2253,Buddyella,Snow Plow,1/2/2014,8.22
2254,ShowHead,Left-handed Scissors,1/28/2014,3.65
2255,Janionon,Left-handed Scissors,3/29/2014,11.39
2256,Greentgro,Orange Punch,1/28/2014,11.36
2257,Gambitches,Almond Milk,3/24/2014,11.9
2258,LogFly,Almond Milk,1/1/2014,6.86
2259,Puppygman,Almond Milk,3/29/2014,3.4
2260,HellUpdate,Buzz Cola,2/6/2014,11.37
2261,Bitfobaas,Flower Bouquet,2/2/2014,8.73
2262,BristleSell,Pacifier,3/27/2014,9.56
2263,Clownwean,Orange Punch,3/9/2014,12.13
2264,HulkBlonde,Hot Dog,2/24/2014,3.52
2265,Rincent,Buzz Cola,2/20/2014,4.5
2266,Enlisher,Almond Milk,3/19/2014,4.08
